,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_method
20,SS_Coil,Lasso,1,0.0020844563487099,0.0439410700639428,0.0627694042771615,0.000845062734488,0.0431984101607863,0.0591373040020333,0.060835236671157,0.040294077236109,19,sigmoid1
21,SS_Coil,Lasso,2,0.0004411126613627,0.043904345231557,0.0623709727853565,0.0004929881188233,0.0434628117431825,0.0610246025157829,0.0342382484344063,0.0413241304889504,2,sigmoid1
22,SS_Coil,Lasso,3,0.0025090043593762,0.0435706542119163,0.0613898700319931,0.0002728710428506,0.0446515131536426,0.0646459383329458,0.0656320601895515,0.0247704474841874,14,sigmoid1
23,SS_Coil,Lasso,4,0.0051468451406444,0.0438746952609188,0.0622154574434101,-0.0013311938741653,0.0432734637679767,0.0611120712941572,0.0784644636228689,0.0171428426717833,31,sigmoid1
24,SS_Coil,Lasso,5,0.0081542735254407,0.0434840294915994,0.0612637252045018,-0.0028909365897384,0.0445776361501447,0.064552288506845,0.0880080759993782,0.0190372296901893,44,sigmoid1
25,SS_Coil,Lasso,1,0.0718447286734698,0.0421522364760023,0.0605356808111997,0.0222692657018431,0.0425321934360906,0.0584998477603573,0.2692776592685943,0.164774677064752,349,rbf1
26,SS_Coil,Lasso,2,0.0502625588015082,0.042499659931182,0.0607967137457886,0.0268432435426674,0.0425544458803118,0.0602148262918222,0.2406056826754735,0.179566347800338,226,rbf1
27,SS_Coil,Lasso,3,0.039850676232831,0.0424725127474216,0.060229826500147,0.0237163211783332,0.0437230683016131,0.0638834731494153,0.2211799004910403,0.1837402160240116,159,rbf1
28,SS_Coil,Lasso,4,0.0478463167120259,0.042647117668297,0.0608656597345156,0.0239737401243944,0.042431500875124,0.0603349395658737,0.2305484765793385,0.169531236286879,193,rbf1
29,SS_Coil,Lasso,5,0.0530043458849086,0.0421955934245821,0.0598625662616141,0.0146486359959502,0.0437695065698528,0.0639853207407828,0.2437141518541193,0.1584651911875463,206,rbf1
30,SS_Coil,Lasso,1,0.3512479734509678,0.0359364611326047,0.0506104824194537,0.2513615931575336,0.0372757058921245,0.0511895314211559,0.5445489357927009,0.4829292673468134,853,mean
31,SS_Coil,Lasso,2,0.337841543670671,0.0359997597829471,0.0507644038104185,0.2592511414706767,0.0376276664818716,0.052534854307126,0.5410115705101949,0.4762252711600536,736,mean
32,SS_Coil,Lasso,3,0.3625185473581672,0.0353103180700066,0.0490767730453239,0.2354458741960884,0.038353665338425,0.0565333372136302,0.5518886970912651,0.4907561576967639,879,mean
