,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,ModelSize,parameters
274,PCP AAfreq Ala,mean,esm2,5,956,0.9706488427389336,0.0047580622713135,0.0061781421246468,0.9832627484715868,0.9680180974791204,0.0048878898674894,0.0064993274508829,0.9820045082003084,650M,650000000.0
275,PCP AAfreq Leu,mean,esm2,1,1109,0.9600001427453028,0.0044658157300244,0.0057872688575451,0.97684176023886,0.950205652402988,0.0048744292823885,0.0064322004394937,0.9717719608143396,650M,650000000.0
276,PCP AAfreq Leu,mean,esm2,2,1119,0.9594617891068812,0.0044917452237665,0.0058282970789571,0.9767878297404072,0.9523328250708264,0.0047856960704005,0.006282551617393,0.9723863432406122,650M,650000000.0
277,PCP AAfreq Leu,mean,esm2,3,1105,0.9598164169174191,0.0044631929911677,0.0057903687712003,0.9769340890066416,0.9509057131094112,0.0049157114229223,0.0064309102208028,0.9717083418271366,650M,650000000.0
278,PCP AAfreq Leu,mean,esm2,4,1096,0.9593909044831824,0.0045002614938439,0.0058540356985991,0.9767249099038052,0.9522124258708048,0.0047301842815673,0.0061998783285815,0.9728321363375304,650M,650000000.0
279,PCP AAfreq Leu,mean,esm2,5,1109,0.9590318689671674,0.0044771999937437,0.0058194448859365,0.976424058921002,0.9548753799162528,0.0047848162844843,0.0062784919243799,0.9748388620240556,650M,650000000.0
280,PCP Hydrophobicity,mean,esm2,1,1009,0.9667133762296564,0.0404299357362173,0.0524840943753094,0.97846623757312,0.9585574951608214,0.0441687590176878,0.0583150133422813,0.9733624134399756,650M,650000000.0
281,PCP Hydrophobicity,mean,esm2,2,1020,0.9660109044680756,0.0407591154091646,0.053055285199159,0.9778854877088242,0.961290256878956,0.0433286847499056,0.0562504278744539,0.9755378238311736,650M,650000000.0
282,PCP Hydrophobicity,mean,esm2,3,1024,0.9664203677288224,0.0406545714708476,0.0528934877543764,0.9783608906490824,0.9590580676654344,0.0434280632368469,0.0571363154038081,0.9731371189863084,650M,650000000.0
283,PCP Hydrophobicity,mean,esm2,4,1006,0.9657623721014064,0.0407668396905835,0.0529480373359802,0.9778111296444592,0.9629531820530024,0.0430591862383126,0.0562921890865407,0.9764274921162625,650M,650000000.0
284,PCP Hydrophobicity,mean,esm2,5,1009,0.9658937628836852,0.0407781655429116,0.0529788008243929,0.9778574021210968,0.9629242295500192,0.0425777587747687,0.0557709314849321,0.9763508806147444,650M,650000000.0
285,PCP Charge,mean,esm2,1,1055,0.8115051573510657,2.383088367861973,3.4003626837778165,0.925246269001913,0.7947632067382063,2.5359217120728568,3.592814044970571,0.9143186992582728,650M,650000000.0
286,PCP Charge,mean,esm2,2,1049,0.8132278266018617,2.3921714047889964,3.3899256771213837,0.9242735945071698,0.7917642400621177,2.49925321817141,3.597933221338297,0.9178026553271804,650M,650000000.0
287,PCP Charge,mean,esm2,3,1059,0.8155947695939214,2.3744292212098177,3.3728224640682245,0.924885082638338,0.7808521189164729,2.5651223291311127,3.6711374469868168,0.9154945600382244,650M,650000000.0
288,PCP Charge,mean,esm2,4,1059,0.8122750950883044,2.3814608301858287,3.399102062998172,0.925077088891108,0.7955450067148724,2.5051887445488905,3.562824660099441,0.917580621968245,650M,650000000.0
289,PCP Charge,mean,esm2,5,1079,0.8152730890960668,2.3731420207481224,3.388756203659948,0.9262243605466204,0.7833365885608631,2.552720761993257,3.5923003897743744,0.9106492625037832,650M,650000000.0
290,PCP Instability index,mean,esm2,1,793,0.5635055289353927,5.562759951578535,7.261945871534438,0.7236067965480063,0.5012811951398615,5.951268906880227,7.86864071686467,0.7003283902833609,650M,650000000.0
291,PCP Instability index,mean,esm2,2,771,0.5585997881629232,5.5840214723714965,7.300051877935211,0.7246538575537481,0.5202854905072891,5.895434413076552,7.727043493019597,0.6915001772316189,650M,650000000.0
292,PCP Instability index,mean,esm2,3,752,0.5570763430042449,5.600253094300284,7.308186546292476,0.7224340909925324,0.5237591779050654,5.878732983686041,7.717984027920928,0.6965246384503548,650M,650000000.0
293,PCP Instability index,mean,esm2,4,781,0.5598646497664858,5.580197277023846,7.303110757688613,0.724787210762493,0.52467712628589,5.838731258376703,7.635439957813688,0.69611182500058,650M,650000000.0
294,PCP Instability index,mean,esm2,5,767,0.5643159690460067,5.617006385931559,7.353281303380404,0.7264336439447894,0.4976216306420942,5.730819724771723,7.467506833139938,0.6820802713153088,650M,650000000.0
295,PCP Isoelectric point,mean,esm2,1,982,0.8159203037554311,0.5702795904397914,0.7351998407987729,0.9166182471613676,0.7843027203675473,0.6072292502717723,0.7915294646890084,0.9072053990538502,650M,650000000.0
296,PCP Isoelectric point,mean,esm2,2,1043,0.8158212414185201,0.5684025350407791,0.7330385016146079,0.9183528118831076,0.7929406865234441,0.6050240241152114,0.7855440702687083,0.9101163584089434,650M,650000000.0
297,PCP Isoelectric point,mean,esm2,3,1058,0.8166094852092993,0.5694076902228283,0.733481971431989,0.9182606112715948,0.7924878296358495,0.5953853150680967,0.7777599617062635,0.9076365522855838,650M,650000000.0
298,PCP Isoelectric point,mean,esm2,4,1065,0.8175256768331733,0.5655489715877884,0.7300772977240516,0.9191264675837362,0.7899401168616146,0.6099682366233563,0.7892890572722101,0.903619642694727,650M,650000000.0
299,PCP Isoelectric point,mean,esm2,5,1028,0.8169341403786401,0.5677833398858457,0.7338505547414452,0.9180586536459768,0.787749583553217,0.6101770957945133,0.7820748351541725,0.8997173484185479,650M,650000000.0
300,PCP AAfreq Leu,mean,esm2,1,1952,0.9540495912963456,0.004799429355883,0.0062028192677527,0.9736708792339758,0.9368717683350424,0.005561005803099,0.0072423808351649,0.964938367207213,3B,3000000000.0
301,PCP AAfreq Leu,mean,esm2,2,1956,0.953718096322156,0.0048250309576833,0.0062275181029128,0.9735667086456636,0.9371734594589284,0.0054700542120868,0.007212701048158,0.9649690856540876,3B,3000000000.0
302,PCP AAfreq Leu,mean,esm2,3,1964,0.9536799315586336,0.0048086982224741,0.0062167941905618,0.9735951385573902,0.9404725647408918,0.0054629222632234,0.0070813417502679,0.9663844020601297,3B,3000000000.0
303,PCP AAfreq Leu,mean,esm2,4,1971,0.9535545881206668,0.0048406169677417,0.0062605878994228,0.9736921595021414,0.9390967863602844,0.0053952229545707,0.006999157702052,0.9651398947242258,3B,3000000000.0
304,PCP AAfreq Leu,mean,esm2,5,1979,0.952853077009599,0.0048432414167048,0.0062428824945668,0.9731802786439474,0.942202986554079,0.0054021567905047,0.0071056082416106,0.9673167447613564,3B,3000000000.0
305,SS E,mean,esm2,1,1799,0.9382800343434288,0.0259343887627952,0.0374902098490673,0.968536295689816,0.9215475041092188,0.028855435900378,0.0417352199897544,0.961363356466235,3B,3000000000.0
306,SS E,mean,esm2,2,1811,0.9375638155793896,0.0260027609418564,0.0376909942916615,0.968633087168116,0.9251177939909518,0.0287173195870538,0.0408446973113418,0.9611852558130402,3B,3000000000.0
307,SS E,mean,esm2,3,1817,0.9387197380335168,0.0258058996933365,0.0372234785133639,0.968927261332554,0.920071579168828,0.0292846463232072,0.0427355313766606,0.9595521203963928,3B,3000000000.0
308,SS E,mean,esm2,4,1842,0.9386262702136516,0.025782650139794,0.0372515528756799,0.9686694082920244,0.921375328142204,0.0289360294538316,0.0423869432553405,0.9619481489583462,3B,3000000000.0
309,SS E,mean,esm2,5,1780,0.9374747677749162,0.025987827717044,0.0375456106776677,0.9682239099386052,0.9226209258109936,0.0289309978230084,0.0422862396673708,0.96162845840691,3B,3000000000.0
310,PCP Isoelectric point,mean,esm2,1,1682,0.8071278504667204,0.5830786518955992,0.7525532231596062,0.9078632357815692,0.7478287152154055,0.6592805214105095,0.8558399748014948,0.8808875934268472,3B,3000000000.0
311,PCP Isoelectric point,mean,esm2,2,1695,0.8059159303181018,0.5829574698457848,0.7524921266220067,0.9085556690777564,0.7509395502870102,0.663915108692448,0.8615402140155415,0.8831274230905719,3B,3000000000.0
312,PCP Isoelectric point,mean,esm2,3,1646,0.8006248798212179,0.5921623244994103,0.7647799433707522,0.9053736751316837,0.7676468038528128,0.634433035316821,0.8229967523006142,0.890990875813272,3B,3000000000.0
313,PCP Isoelectric point,mean,esm2,4,1657,0.8041819749188908,0.5858954694174939,0.7563003411989339,0.907719564379992,0.7545881608280942,0.6502393896918577,0.8531242306695134,0.8835875261110325,3B,3000000000.0
314,PCP Isoelectric point,mean,esm2,5,1641,0.8016044328032073,0.590585512933943,0.7639587851268275,0.9066574011083326,0.7607652961590186,0.6443303175180257,0.8303020802803566,0.8819126414983492,3B,3000000000.0
315,PCP AAfreq Cys,mean,esm2,1,2104,0.9023327776100276,0.0039080820099484,0.0050919781107923,0.8556201578416645,0.8658384087536897,0.0045339625684287,0.005990726864821,0.8142914023050113,3B,3000000000.0
316,PCP AAfreq Cys,mean,esm2,2,2095,0.9039399439730574,0.0039164401760013,0.0051084329913942,0.8547153127625616,0.8552850378218988,0.0044747625540622,0.0059270892684052,0.821525308160921,3B,3000000000.0
317,PCP AAfreq Cys,mean,esm2,3,1999,0.8974108859290397,0.0039355845014908,0.0051527816948519,0.8545831423511948,0.8814127323242461,0.0045010767934567,0.0059060163039908,0.8126704454411378,3B,3000000000.0
318,PCP AAfreq Cys,mean,esm2,4,1997,0.9026523439932276,0.0039536071366815,0.0051709233231833,0.8556951012382386,0.8528940957810269,0.004417894127525,0.005821535991341,0.802951630926079,3B,3000000000.0
319,PCP AAfreq Cys,mean,esm2,5,2011,0.8964340044544656,0.0039577635826714,0.0051768415976497,0.8526785851933536,0.8867032080190043,0.0043802633594623,0.005773828950413,0.8230490780210691,3B,3000000000.0
320,PCP mW kDa,mean,esm2,1,2110,0.9234033281371786,3.155524601848932,4.53164562890168,0.9677696032694232,0.903717488830282,3.5994938513891745,5.0578043056802136,0.958058922425828,3B,3000000000.0
321,PCP mW kDa,mean,esm2,2,2099,0.9245426127767656,3.180692857022889,4.5264450446841415,0.9674479671604084,0.8974668101170363,3.551453872591816,5.080706368637299,0.9559686556462594,3B,3000000000.0
322,PCP mW kDa,mean,esm2,3,2129,0.924453000790101,3.1577963669237863,4.500825880020638,0.9677271965410532,0.900936720476617,3.58134622826822,5.128182241844052,0.9565084825382936,3B,3000000000.0
323,PCP mW kDa,mean,esm2,4,2152,0.9245967697716216,3.15198161802442,4.484538188630088,0.967140653150718,0.9006975058294917,3.621300029084167,5.188168068309558,0.9594412336002648,3B,3000000000.0
324,PCP mW kDa,mean,esm2,5,2151,0.9240951183099224,3.131426492246389,4.473074100392847,0.9677345550946592,0.9039341241851004,3.610271592690355,5.218598736089274,0.9597634842894534,3B,3000000000.0
325,PCP length,mean,esm2,1,2152,0.9248152653924911,28.17970379534687,40.44038108051016,0.9683347453760176,0.9048542498884518,32.26330762529569,45.22842913973283,0.9585702762970172,3B,3000000000.0
326,PCP length,mean,esm2,2,2138,0.9256921011069674,28.45050692152098,40.46168438713334,0.968048335998594,0.8990969856984229,31.716164653713086,45.32639427840908,0.956460501066227,3B,3000000000.0
327,PCP length,mean,esm2,3,2027,0.9243300451219498,28.359927199024156,40.56967408042014,0.968348814806051,0.9024642573847912,31.840729213876664,45.79133305198993,0.9579533943795148,3B,3000000000.0
328,PCP length,mean,esm2,4,2163,0.9254576771396849,28.17980376229812,40.13998977999663,0.967781013660348,0.90189136112452,32.38872501915427,46.49390404792857,0.9605175873927376,3B,3000000000.0
329,PCP length,mean,esm2,5,2061,0.9239025776040934,28.09520621399492,40.3134358960312,0.9684619767599572,0.9048052298040784,32.2147097477554,46.856930826533976,0.9612020908598736,3B,3000000000.0
330,PCP Hydrophobicity,mean,esm2,1,2008,0.9641284217052,0.0423446164478611,0.0544838861541275,0.9762359526321062,0.9523279750676922,0.0479873048232782,0.0625445080199028,0.9683783076678184,3B,3000000000.0
331,PCP Hydrophobicity,mean,esm2,2,2005,0.9641155079123738,0.0422888364299813,0.0545145273773555,0.9762657919890384,0.9522113977115572,0.0483508306568183,0.0624996880811991,0.968459991857048,3B,3000000000.0
332,PCP Hydrophobicity,mean,esm2,3,2006,0.9639655105225629,0.0425991444238428,0.0547927911261283,0.9759689861716632,0.9526676486631666,0.0471659186967673,0.061433760730418,0.9696544852995472,3B,3000000000.0
333,PCP Hydrophobicity,mean,esm2,4,2014,0.9640227362737682,0.0422098433157738,0.0542765328569335,0.9761700574284824,0.9526024827737728,0.0483122837101305,0.0636722913243965,0.9701098538636732,3B,3000000000.0
334,PCP Hydrophobicity,mean,esm2,5,2033,0.9638394548233676,0.0424054442334205,0.054550998591126,0.9760470145933372,0.9541466814714068,0.0476998553715416,0.0620223463559533,0.9695689065493216,3B,3000000000.0
335,SS H,mean,esm2,1,1775,0.9552576566109828,0.0288509495348783,0.0414113305319718,0.9738543458319332,0.9391831511065442,0.0322157219197725,0.047655500447059,0.96291851387815,3B,3000000000.0
336,SS H,mean,esm2,2,1655,0.9535642006629188,0.0291211762131991,0.0421576239199511,0.9723921023745236,0.9437614865515804,0.0321742343059876,0.0459561685210145,0.9687004467985828,3B,3000000000.0
337,SS H,mean,esm2,3,1802,0.955823595440672,0.0284780049362281,0.040893193140622,0.9737501614666833,0.938940137035964,0.0335125607180687,0.0489465179699795,0.9662742317029102,3B,3000000000.0
338,SS H,mean,esm2,4,1699,0.9538948135835102,0.0290312773494281,0.0420279531911125,0.972948534398504,0.9451995469800338,0.0322436073782779,0.0452686226912144,0.9660972458806696,3B,3000000000.0
339,SS H,mean,esm2,5,1723,0.9541683856317004,0.0288951075271203,0.0416709163983469,0.9731529322938092,0.943817286331371,0.0321399788351085,0.0468698481142237,0.9670353113716368,3B,3000000000.0
340,PCP Instability index,mean,esm2,1,1155,0.567060413405916,5.569204477092586,7.232314161803631,0.7272469363790022,0.4893167650737698,6.085911996432977,7.962466975666263,0.6838627184735242,3B,3000000000.0
341,PCP Instability index,mean,esm2,2,1157,0.5685805172089193,5.5585313368172695,7.217047351544977,0.7294742516724146,0.4925632632159025,6.093997229748253,7.947176937423141,0.6759119115994326,3B,3000000000.0
342,PCP Instability index,mean,esm2,3,1177,0.5642107589495278,5.581453860688883,7.249089103090791,0.7262837084709896,0.5117526334242611,6.011749568541862,7.8146677939266835,0.6919640731357295,3B,3000000000.0
343,PCP Instability index,mean,esm2,4,1140,0.564279016654146,5.598400391861876,7.266394946245148,0.7271501091314768,0.5105689297621658,5.930880814005852,7.7479262342897295,0.6841333901237862,3B,3000000000.0
344,PCP Instability index,mean,esm2,5,1083,0.5648830676493577,5.653181159400158,7.348494126087225,0.7274706370708228,0.4784213640508846,5.884236613263954,7.608868172971281,0.6674316397192812,3B,3000000000.0
345,PCP AAfreq Ala,mean,esm2,1,1763,0.967328700748,0.0050235040920173,0.0065301075985699,0.9814155084871352,0.958108968202034,0.0056457501942165,0.0073834021323077,0.9752388897356972,3B,3000000000.0
346,PCP AAfreq Ala,mean,esm2,2,1772,0.9673061432915816,0.0050267945982604,0.0065292397223324,0.9812798667830004,0.9568718177594508,0.0056916953405452,0.0075077180355074,0.9755844344574016,3B,3000000000.0
347,PCP AAfreq Ala,mean,esm2,3,1767,0.9673377421069048,0.0050385076370932,0.0065335232348198,0.9814288584981176,0.957566393445941,0.0056217655337428,0.0074123672433222,0.9755358057327423,3B,3000000000.0
348,PCP AAfreq Ala,mean,esm2,4,1765,0.9669077291549744,0.0050592617376983,0.006574503858566,0.980850252884162,0.9578232822517286,0.005650662408886,0.00739910191991,0.9766587917302132,3B,3000000000.0
349,PCP AAfreq Ala,mean,esm2,5,1763,0.9669665553978004,0.0050459642388319,0.0065542380577276,0.9812118160156876,0.9599384106625574,0.0055584919875482,0.0072741182709546,0.9766919592627916,3B,3000000000.0
350,SS Coil,mean,esm2,1,1519,0.7033316932555058,0.0227820182790744,0.0342244667162259,0.8292824511713511,0.6568492429523551,0.0247265603849926,0.0346567300061425,0.7880341762258174,3B,3000000000.0
351,SS Coil,mean,esm2,2,1542,0.703989865756437,0.022748234994248,0.03394154561665,0.8296714905896847,0.6536390000348745,0.0247527319470691,0.035923325143592,0.7874935805318639,3B,3000000000.0
352,SS Coil,mean,esm2,3,1453,0.7098564407309756,0.0226138540746465,0.0331092001422387,0.8272706134131336,0.6120901214500791,0.0254763827907504,0.040268543782008,0.8043263007752474,3B,3000000000.0
353,SS Coil,mean,esm2,4,1677,0.7157414737018069,0.0226203188815924,0.0332564247231871,0.8333532889947488,0.6205913954201716,0.0242759952399459,0.0376176549747437,0.7962954172247454,3B,3000000000.0
354,SS Coil,mean,esm2,5,1573,0.7027467123150384,0.0225320019174559,0.0335385800155175,0.8308890855685884,0.6488140205963757,0.0252926228384125,0.0381991214622701,0.7973818308260082,3B,3000000000.0
355,PCP Charge,mean,esm2,1,1748,0.8055202165136611,2.433387888270204,3.4539236777478317,0.9178595771656796,0.7625786386196647,2.7493553077051143,3.8642661002670953,0.8967044563040412,3B,3000000000.0
356,PCP Charge,mean,esm2,2,1821,0.8078757864643757,2.4466462180787745,3.4381525446992454,0.9177420309321024,0.7652078825273022,2.6889868271091206,3.820473561684048,0.8968453189173977,3B,3000000000.0
357,PCP Charge,mean,esm2,3,1805,0.8081730509066147,2.43637922287193,3.440025596070945,0.9167513492954402,0.7648841777820858,2.7017559941966187,3.8025325022325696,0.9039421469658612,3B,3000000000.0
358,PCP Charge,mean,esm2,4,1815,0.8101421260239418,2.42767226357732,3.418358168673107,0.9177586223237674,0.7621842390235907,2.724193900832591,3.842517956357627,0.8983145781996167,3B,3000000000.0
359,PCP Charge,mean,esm2,5,1771,0.8064361582117063,2.45473999239387,3.468864679685305,0.9166303029986624,0.7700117832472921,2.672746708520095,3.701115598993671,0.8974723622955177,3B,3000000000.0
360,PCP mW kDa,mean,esm2,1,3624,0.9625387168278896,2.274613390188935,3.169146499865576,0.9805034821831576,0.9422256247146918,2.808961036259279,3.9179234518972046,0.9678078221452834,15B,15000000000.0
361,PCP mW kDa,mean,esm2,2,3575,0.9626858139762006,2.2933176699686286,3.1830492365333254,0.9803070246712222,0.9392810678670032,2.833134617644033,3.909794437213964,0.9686834262497068,15B,15000000000.0
362,PCP mW kDa,mean,esm2,3,3488,0.9620513935473824,2.285052588991186,3.189932688438393,0.980278520768375,0.94000914562839,2.881336151132919,3.990704983055096,0.9686301668857084,15B,15000000000.0
363,PCP mW kDa,mean,esm2,4,3565,0.9621504664280368,2.2788453172861,3.1772619152305834,0.9801452843776248,0.9405760671896182,2.8765074226160565,4.013420397191469,0.968998885896071,15B,15000000000.0
364,PCP mW kDa,mean,esm2,5,3529,0.9618552229843532,2.2747846145415997,3.1709455098653887,0.980241807434998,0.9437021297030788,2.8336167718501915,3.9949864862966216,0.9715471506229882,15B,15000000000.0
365,SS Coil,mean,esm2,1,2096,0.7396042944620334,0.0220077685897238,0.0320640237881269,0.8435840751781911,0.6597292940144829,0.0245524771072814,0.0345109872596849,0.7931535738074242,15B,15000000000.0
366,SS Coil,mean,esm2,2,1854,0.727200949585028,0.0223146085338451,0.0325836515197841,0.8384140444798008,0.6650394685977301,0.0247135295682281,0.0353271705638613,0.7867398104891844,15B,15000000000.0
367,SS Coil,mean,esm2,3,2108,0.7446980026238098,0.0216954029325338,0.031057702690471,0.8417313127738532,0.6300416652860987,0.0255122319901949,0.0393257408380642,0.8064235429273465,15B,15000000000.0
368,SS Coil,mean,esm2,4,1926,0.7376588319046258,0.0221257015227996,0.0319486147062455,0.8413589716686828,0.6238725384487308,0.0245839400950792,0.0374546421704073,0.7907200425310817,15B,15000000000.0
369,SS Coil,mean,esm2,5,1862,0.7285498151732794,0.022130002535606,0.0320498800621809,0.8385889829213368,0.6432253605545972,0.0258159253949648,0.0385018660010109,0.7901037347324816,15B,15000000000.0
370,SS E,mean,esm2,1,2857,0.9470741012682966,0.0248702534956704,0.0347167573705915,0.9725220304232346,0.9216976705254876,0.0295351381836047,0.0416952580340774,0.9598970093232184,15B,15000000000.0
371,SS E,mean,esm2,2,2647,0.9447918126485432,0.0252124392997729,0.0354422399137679,0.9715663226834498,0.925318909182688,0.0293437962671496,0.0407898110271839,0.9603769615383924,15B,15000000000.0
372,SS E,mean,esm2,3,2801,0.9462701079051324,0.0249345236583534,0.0348549635468019,0.9719901336718112,0.922309500426235,0.0297082714617935,0.0421330063839284,0.9615004890793296,15B,15000000000.0
373,SS E,mean,esm2,4,2830,0.947456671873368,0.024676287350336,0.0344676688667474,0.9725400191634012,0.9190677123153947,0.0301858051049911,0.043004468429092,0.9591820380880915,15B,15000000000.0
374,SS E,mean,esm2,5,2858,0.9472264160766746,0.0247994224424668,0.0344937022439552,0.9722753895224726,0.919867236904878,0.0299098367666797,0.0430320822492266,0.9612776294351718,15B,15000000000.0
375,PCP Instability index,mean,esm2,1,1634,0.6126907302545734,5.262655038989925,6.8405745402630895,0.7582970541888333,0.5027387959927252,5.968591594461587,7.857133500865809,0.6954913639478004,15B,15000000000.0
376,PCP Instability index,mean,esm2,2,1526,0.6025460683337199,5.316168660425487,6.927125829286116,0.7538154531566994,0.5296605256754711,5.870727481986008,7.651166347934834,0.7004543440167845,15B,15000000000.0
377,PCP Instability index,mean,esm2,3,1701,0.613990297005283,5.251054124984345,6.822511819613039,0.760167686479237,0.5313709591664477,5.829664864185326,7.656057120512908,0.7055874164179214,15B,15000000000.0
378,PCP Instability index,mean,esm2,4,1624,0.6075827755549847,5.302359099752667,6.895865662063199,0.7578113373923641,0.5313616575517839,5.799066484310207,7.58156073566697,0.7023440773972981,15B,15000000000.0
379,PCP Instability index,mean,esm2,5,1539,0.608930634717901,5.348341667624879,6.966622171930369,0.7578959097887127,0.5014408907627634,5.709783796084603,7.439067348780239,0.6842559386596103,15B,15000000000.0
380,SS H,mean,esm2,1,2779,0.96097982841256,0.0278865764328006,0.03867269238047,0.976379677166938,0.935735305689129,0.0347449490096691,0.0489877283031232,0.9603171827371282,15B,15000000000.0
381,SS H,mean,esm2,2,2729,0.9591991768403794,0.028444569463165,0.0395170143720569,0.9750397594659208,0.9414068362238704,0.0336209767264698,0.0469083731683198,0.967244090167702,15B,15000000000.0
382,SS H,mean,esm2,3,2716,0.9599573856788332,0.0281651936154935,0.0389329267389412,0.9755732025240696,0.9382276230135124,0.0345465171138539,0.049231270733715,0.9654977608974794,15B,15000000000.0
383,SS H,mean,esm2,4,2753,0.9594436459212752,0.0284170401967499,0.0394178381299284,0.9757362253041028,0.9405298269160318,0.0334844404123435,0.0471579381025441,0.9630541423312096,15B,15000000000.0
384,SS H,mean,esm2,5,2789,0.9597783058616796,0.0281529993878924,0.039037379198071,0.9757222752529436,0.9426731898649526,0.0336567318273784,0.0473446683299485,0.9659460888997076,15B,15000000000.0
385,PCP Isoelectric point,mean,esm2,1,2339,0.8451272894682578,0.5236031617741916,0.67435706136875,0.9289836493906474,0.7844565990739247,0.6045361303835818,0.7912470752656706,0.9025292228483704,15B,15000000000.0
386,PCP Isoelectric point,mean,esm2,2,2291,0.8438734923465003,0.5238262807145466,0.6749091836807419,0.930073299173826,0.7862893774995083,0.6149921685466228,0.7980612507191808,0.90623481576285,15B,15000000000.0
387,PCP Isoelectric point,mean,esm2,3,2414,0.8447986173010037,0.5241253487354778,0.6747591800976251,0.9299645016722468,0.7930060169028254,0.6008394875360867,0.7767882663457928,0.909598456738047,15B,15000000000.0
388,PCP Isoelectric point,mean,esm2,4,2297,0.8424301971233517,0.5267995523306119,0.6784290861786195,0.9293005901156256,0.7911000698648756,0.6018737572227183,0.7871068090401829,0.9039034014145,15B,15000000000.0
389,PCP Isoelectric point,mean,esm2,5,2382,0.8454319103885547,0.5232980855847579,0.6743166245567931,0.9298900652629368,0.7941075770395741,0.5984298149768664,0.770272190350112,0.9009133859080736,15B,15000000000.0
390,PCP Charge,mean,esm2,1,2869,0.8612179996389371,2.0580550353100824,2.917709684779607,0.940578131791722,0.815957419609628,2.449100523620221,3.4022504991656177,0.9195606680408092,15B,15000000000.0
391,PCP Charge,mean,esm2,2,3177,0.8690946479938331,2.030586109126414,2.838002617775001,0.9419848691798932,0.8097599553886441,2.443952033396859,3.438954358440305,0.9172303102453772,15B,15000000000.0
392,PCP Charge,mean,esm2,3,2989,0.865426398439032,2.0549727270370264,2.8812888722089967,0.940865141586406,0.8075069230761465,2.431408482177879,3.440642614982308,0.9187428505983531,15B,15000000000.0
393,PCP Charge,mean,esm2,4,3140,0.8675983049793644,2.0399439930777006,2.854631350896246,0.9415143921313016,0.8119153578555355,2.439659017555051,3.4172146252532114,0.9171687773099226,15B,15000000000.0
394,PCP Charge,mean,esm2,5,3149,0.8675447414931805,2.0446196686308884,2.869523884955063,0.9414443655500564,0.8100845899140894,2.4459258951347964,3.3632562640160386,0.9151285704366662,15B,15000000000.0
395,PCP AAfreq Leu,mean,esm2,1,3921,0.9737897865694976,0.0036680651257231,0.0046846776932255,0.984800285425247,0.952584880105114,0.0047987170870869,0.0062766508743832,0.9736346091601192,15B,15000000000.0
396,PCP AAfreq Leu,mean,esm2,2,3885,0.9736506282507664,0.0036756536737311,0.0046988818373535,0.9846188072875364,0.954667205707416,0.0047162929467841,0.0061267844787328,0.975021849511128,15B,15000000000.0
397,PCP AAfreq Leu,mean,esm2,3,3901,0.9737827102686724,0.0036671498053615,0.0046770906857533,0.9848635924112976,0.954267314021578,0.0047885205154382,0.0062068367536985,0.973284584676516,15B,15000000000.0
398,PCP AAfreq Leu,mean,esm2,4,3868,0.9736496375373148,0.0036892576411893,0.004715600498693,0.9848415215242888,0.9544714179810094,0.0046625882137156,0.0060515654751958,0.9737412168288626,15B,15000000000.0
399,PCP AAfreq Leu,mean,esm2,5,3883,0.9731914287568036,0.0036759875728062,0.0047075540818628,0.9845392580699468,0.9581028308930264,0.0046659313641733,0.006049798370424,0.9766783037802406,15B,15000000000.0
400,PCP AAfreq Cys,mean,esm2,1,3731,0.9526271235187626,0.0027183130631967,0.0035463123756305,0.936849794691616,0.9160112259607008,0.0035213683175421,0.0047399748784144,0.8985787524415959,15B,15000000000.0
401,PCP AAfreq Cys,mean,esm2,2,3632,0.9522711753320972,0.0027456638864883,0.0036008634545811,0.9360050054103476,0.911317712982582,0.0034981373052553,0.0046398420103216,0.9026486834359294,15B,15000000000.0
402,PCP AAfreq Cys,mean,esm2,3,3652,0.9513006964737684,0.00271472920475,0.0035501972129893,0.9380279817993786,0.9221784431786544,0.0035289659921891,0.004784378911752,0.896471718008088,15B,15000000000.0
403,PCP AAfreq Cys,mean,esm2,4,3687,0.953760610352668,0.0027289340898043,0.003563784174251,0.9378478893472292,0.9055820405299966,0.0034750516106472,0.004663906551292,0.8912223367010095,15B,15000000000.0
404,PCP AAfreq Cys,mean,esm2,5,3570,0.9491253503285022,0.0027658945071083,0.0036283318425792,0.935130560074326,0.929234548648196,0.0034330489684313,0.0045631605350739,0.903477425637793,15B,15000000000.0
405,PCP Hydrophobicity,mean,esm2,1,3844,0.9785211134171348,0.0330118574395836,0.0421598169393331,0.9858230538502676,0.963271273933724,0.0418677549699475,0.0548984791607994,0.9754686155627896,15B,15000000000.0
406,PCP Hydrophobicity,mean,esm2,2,3808,0.9784723017858854,0.0328985496822014,0.0422238322798599,0.985701405486102,0.9641270532229186,0.0420865106801162,0.0541500936713316,0.9769280028581114,15B,15000000000.0
407,PCP Hydrophobicity,mean,esm2,3,3790,0.978655501282036,0.0329424723732797,0.0421703511049212,0.9858105372534268,0.9609922960141594,0.0427406631524845,0.0557703353947153,0.9745592696021972,15B,15000000000.0
408,PCP Hydrophobicity,mean,esm2,4,3824,0.9782566891981088,0.0329809662510422,0.0421949881738731,0.9854635368805672,0.9648135961532596,0.0420977161724119,0.0548605457568906,0.9775904655388126,15B,15000000000.0
