,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,ModelSize,parameters
683,SS Coil,mean,amplify,4,789,0.6092723892597561,0.0265036964994791,0.0389902355380608,0.7722720480420842,0.5657271665822085,0.0266205803453173,0.0402456978145739,0.7589117440593535,350M,350000000.0
684,SS Coil,mean,amplify,5,734,0.6043194951436566,0.026122885504865,0.0386948942720603,0.7748546242237986,0.5735019000499578,0.0282919464725168,0.0420962432799563,0.7486022080511205,350M,350000000.0
685,PCP AAfreq Leu,mean,amplify,1,800,0.949740493241379,0.0049625987540519,0.0064871441593547,0.9721455458634496,0.9426289869798046,0.0052863159316862,0.0069042388187877,0.9680816870081228,350M,350000000.0
686,PCP AAfreq Leu,mean,amplify,2,800,0.950089369154938,0.0049704190999469,0.0064670455695114,0.9721205797001318,0.9424602137819656,0.0052393936053655,0.0069025646133875,0.9690748298870596,350M,350000000.0
687,PCP AAfreq Leu,mean,amplify,3,815,0.9498764760326168,0.0049638281238816,0.0064669974884301,0.9721557520399816,0.9434189665379148,0.0052520965486573,0.00690386684237,0.9689515883859808,350M,350000000.0
688,PCP AAfreq Leu,mean,amplify,4,801,0.9501185975327892,0.0049721531155707,0.0064880327884948,0.972382066724067,0.9426698542216722,0.0052142945309857,0.0067907414785869,0.9680242234892786,350M,350000000.0
689,PCP AAfreq Leu,mean,amplify,5,801,0.949000161315166,0.004983685743164,0.0064929623523709,0.971900845655531,0.9475318587596022,0.0051625450209971,0.0067701205241274,0.9701334518327,350M,350000000.0
690,PCP Charge,mean,amplify,1,795,0.7651366979935867,2.65794855735208,3.7956231490058494,0.8937509435031192,0.74314976040842,2.8415989942388187,4.019269404877105,0.8818911258189214,350M,350000000.0
691,PCP Charge,mean,amplify,2,779,0.7652333449432615,2.682351872137916,3.800601158418672,0.8930211489135018,0.7368936872356247,2.812078498690607,4.044278703885049,0.8826529561881784,350M,350000000.0
692,PCP Charge,mean,amplify,3,785,0.7634844481929502,2.683507334100601,3.819765619731744,0.8923397975929244,0.7437881076584868,2.77378520109182,3.9694620009620927,0.8842385342121093,350M,350000000.0
693,PCP Charge,mean,amplify,4,747,0.7624938558766693,2.677870043009449,3.8233203033933063,0.8932501036906635,0.7424980635017928,2.8161261536032827,3.9983963153514734,0.8824362837805994,350M,350000000.0
694,PCP Charge,mean,amplify,5,806,0.7650302231011299,2.6815582005885594,3.8219169356031855,0.8931832516874437,0.7365301586602313,2.784064990938905,3.961369120652953,0.8805747426010517,350M,350000000.0
695,PCP AAfreq Ala,mean,amplify,1,670,0.9662406332955382,0.005078429668121,0.0066379546356459,0.980979118186379,0.9638209801548512,0.0052429547486772,0.0068615841264274,0.9798067618809114,350M,350000000.0
696,PCP AAfreq Ala,mean,amplify,2,668,0.9664974931125518,0.0050540397531254,0.0066094936435215,0.9809878150851514,0.9622406842187308,0.0053423505174286,0.0070248884873849,0.979241395192376,350M,350000000.0
697,PCP AAfreq Ala,mean,amplify,3,672,0.9666351058345416,0.0050469580918912,0.0066034244573374,0.9813234693485724,0.962931725860981,0.0052582452660769,0.0069279243802534,0.9787827312867722,350M,350000000.0
698,PCP AAfreq Ala,mean,amplify,4,667,0.966395226822172,0.0050636606347632,0.0066252181614772,0.9809580810117088,0.9640406950164973,0.0052002641393181,0.0068320064003243,0.9798639783912524,350M,350000000.0
699,PCP AAfreq Ala,mean,amplify,5,669,0.9664873593916892,0.0050498952218865,0.0066016060558835,0.9812806949202848,0.963195233804711,0.0052928175970461,0.006972175368783,0.9789558869391324,350M,350000000.0
700,PCP Hydrophobicity,mean,amplify,1,736,0.9367888419847082,0.0563429293427869,0.0723252106772449,0.9599422111245912,0.9335068761577052,0.0574057324585123,0.0738661985688725,0.957353773113486,350M,350000000.0
701,PCP Hydrophobicity,mean,amplify,2,730,0.9373926374614808,0.0560911084212489,0.0720064754587885,0.96004522315788,0.930502572551402,0.0588724384898252,0.0753702663538601,0.9564649890610308,350M,350000000.0
702,PCP Hydrophobicity,mean,amplify,3,753,0.938045420873235,0.0558814190158446,0.0718457268100283,0.9609661893429302,0.9269499813315653,0.0595359043241292,0.0763199764668378,0.9530311976898306,350M,350000000.0
703,PCP Hydrophobicity,mean,amplify,4,751,0.9366647152180182,0.0560900663339599,0.0720146569877113,0.9600169190325416,0.9343257128644308,0.0583482605830423,0.0749497806076212,0.957881930986923,350M,350000000.0
704,PCP Hydrophobicity,mean,amplify,5,737,0.9372649149936472,0.0561230764357609,0.0718522654500405,0.9599578954428388,0.9305092946426498,0.0586951796043682,0.0763530105709839,0.9571339571750824,350M,350000000.0
705,PCP length,mean,amplify,1,765,0.8720564214358184,36.65599856398243,52.75451694856267,0.9501496998130544,0.8686960459698249,37.93106754756267,53.13194437003887,0.9435548062637092,350M,350000000.0
706,PCP length,mean,amplify,2,762,0.8750064560781052,36.56241486230389,52.47715211316535,0.9500847059099772,0.8565791243594253,38.16423503628111,54.03874905728404,0.9430599698608508,350M,350000000.0
707,PCP length,mean,amplify,3,765,0.8745894024595893,36.44939518447886,52.22842143907334,0.9500832249119427,0.8581133180518983,38.50865122581418,55.229639130337446,0.943483067502104,350M,350000000.0
708,PCP length,mean,amplify,4,766,0.8738155695591858,36.4599843427285,52.22502811953856,0.9494097931913228,0.8624192998431828,37.95963610989898,55.05809076238806,0.9476034350578004,350M,350000000.0
709,PCP length,mean,amplify,5,769,0.8737090608327007,36.23609859243611,51.9339000405447,0.9501195660348616,0.8617470969028712,38.3773894730585,56.46826230042587,0.9484816030782144,350M,350000000.0
710,PCP mW kDa,mean,amplify,1,774,0.8710975323308511,4.084904455520584,5.878704180496452,0.9492785472764635,0.8670514600532954,4.229751187107135,5.9433335401664245,0.942274528756801,350M,350000000.0
711,PCP mW kDa,mean,amplify,2,764,0.8740827799714992,4.074004301183666,5.847213260360832,0.9491497745762092,0.8548332812868533,4.260695540366667,6.045404876995184,0.9419282214841777,350M,350000000.0
712,PCP mW kDa,mean,amplify,3,764,0.8734554698417614,4.062058470283625,5.825125569051421,0.9490904381180114,0.8570581624283968,4.300218934776301,6.160086068900509,0.942238373566961,350M,350000000.0
713,PCP mW kDa,mean,amplify,4,771,0.8726424460525476,4.067344875094549,5.828208845975774,0.9484309820912724,0.8615701056188696,4.231834166615026,6.125603776005264,0.94643008468056,350M,350000000.0
714,PCP mW kDa,mean,amplify,5,782,0.872601454104972,4.041886650364745,5.795000454895325,0.9490576693792506,0.8610120104215568,4.269411813860596,6.277084398806219,0.9478014250302196,350M,350000000.0
715,PCP Instability index,mean,amplify,1,714,0.5379710373375837,5.742498802923811,7.471335421087464,0.7066560290022565,0.4843307281198765,6.100517491671142,8.001243184560636,0.6811693145079342,350M,350000000.0
716,PCP Instability index,mean,amplify,2,735,0.5348387926545093,5.747758884878285,7.493960892194768,0.7083860879071104,0.501888580705767,6.041487879009629,7.873814493501495,0.6766561584817837,350M,350000000.0
717,PCP Instability index,mean,amplify,3,695,0.530492821311173,5.768330189081932,7.524303491832622,0.7046215423571525,0.5100840750842466,6.01492065317805,7.828009502247056,0.6884359380578318,350M,350000000.0
718,PCP Instability index,mean,amplify,4,721,0.5303322235764963,5.787748027889539,7.544147029477965,0.704926737008233,0.51176888974907,5.935375624297378,7.738422437314329,0.6878252406654741,350M,350000000.0
719,PCP Instability index,mean,amplify,5,707,0.5404333561998258,5.792300270155429,7.552132640557853,0.7106381366448266,0.468593153856072,5.922030671156504,7.680221321037911,0.661424268297026,350M,350000000.0
